metric,value,step
agent0/rewards/,-0.9085884094238281,14292.0
agent0/rewards/,-0.7594890594482422,14296.0
agent0/rewards/,-0.9572505950927734,14300.0
agent0/rewards/,-0.8007641434669495,14304.0
agent0/rewards/,-1.164792776107788,14308.0
agent0/rewards/,-1.0164158344268799,14312.0
agent0/rewards/,-0.6444376707077026,14316.0
agent0/rewards/,-0.9292058348655701,14320.0
agent0/rewards/,-0.9141228199005127,14324.0
agent0/rewards/,-0.7124568223953247,14328.0
agent0/rewards/,-0.7736870646476746,14332.0
agent0/rewards/,-0.7847852110862732,14336.0
agent0/rewards/,-0.5417680740356445,14340.0
agent0/rewards/,-1.0858049392700195,14344.0
agent0/rewards/,-1.176599144935608,14348.0
agent0/rewards/,-0.562569260597229,14352.0
agent0/rewards/,-0.7749192714691162,14356.0
agent0/rewards/,-0.8197664022445679,14360.0
agent0/rewards/,-0.7441751956939697,14364.0
agent0/rewards/,-1.1099085807800293,14368.0
agent0/rewards/,-0.7227715253829956,14372.0
agent0/rewards/,-0.7603431344032288,14376.0
agent0/rewards/,-0.9015985727310181,14380.0
agent0/rewards/,-0.6713657379150391,14384.0
agent0/rewards/,-0.8917831778526306,14388.0
agent0/rewards/,-0.8007949590682983,14392.0
agent0/rewards/,-0.6707468032836914,14396.0
agent0/rewards/,-0.7733572125434875,14400.0
agent0/rewards/,-0.9171737432479858,14404.0
agent0/rewards/,-0.9361051321029663,14408.0
agent0/rewards/,-0.9467588663101196,14412.0
agent0/rewards/,-0.6624282598495483,14416.0
agent0/rewards/,-0.7332445979118347,14420.0
agent0/rewards/,-0.505746066570282,14424.0
agent0/rewards/,-0.8871954679489136,14428.0
agent0/rewards/,-0.46815577149391174,14432.0
agent0/rewards/,-0.7202426791191101,14436.0
agent0/rewards/,-0.6321133971214294,14440.0
agent0/rewards/,-0.6083335876464844,14444.0
agent0/rewards/,-0.7323924899101257,14448.0
agent0/rewards/,-0.8581703305244446,14452.0
agent0/rewards/,-0.5929585099220276,14456.0
agent0/rewards/,-0.7245693206787109,14460.0
agent0/rewards/,-0.7473667860031128,14464.0
agent0/rewards/,-1.0323503017425537,14468.0
agent0/rewards/,-0.668398380279541,14472.0
agent0/rewards/,-0.7068250775337219,14476.0
agent0/rewards/,-0.7380887269973755,14480.0
agent0/rewards/,-1.0285978317260742,14484.0
agent0/rewards/,-0.5348800420761108,14488.0
agent0/rewards/,-0.9513524770736694,14492.0
agent0/rewards/,-0.5398343205451965,14496.0
agent0/rewards/,-0.831266462802887,14500.0
agent0/rewards/,-0.6416124701499939,14504.0
agent0/rewards/,-1.115156888961792,14508.0
agent0/rewards/,-0.9830508232116699,14512.0
agent0/rewards/,-0.7402529120445251,14516.0
agent0/rewards/,-0.6775816679000854,14520.0
agent0/rewards/,-0.8826878070831299,14524.0
agent0/rewards/,-0.583214282989502,14528.0
agent0/rewards/,-0.7846553325653076,14532.0
agent0/rewards/,-0.7657099962234497,14536.0
agent0/rewards/,-0.9105181097984314,14540.0
agent0/rewards/,-0.8136163949966431,14544.0
agent0/rewards/,-0.944980263710022,14548.0
agent0/rewards/,-0.7748779058456421,14552.0
agent0/rewards/,-0.9745426177978516,14556.0
agent0/rewards/,-0.9447468519210815,14560.0
agent0/rewards/,-0.8608155250549316,14564.0
agent0/rewards/,-0.630182683467865,14568.0
agent0/rewards/,-0.8560161590576172,14572.0
agent0/rewards/,-0.9683037400245667,14576.0
agent0/rewards/,-0.8413451910018921,14580.0
agent0/rewards/,-0.8293953537940979,14584.0
agent0/rewards/,-0.9189044237136841,14588.0
agent0/rewards/,-0.870423436164856,14592.0
agent0/rewards/,-0.9136008620262146,14596.0
agent0/rewards/,-0.7034600973129272,14600.0
agent0/rewards/,-0.923312246799469,14604.0
agent0/rewards/,-0.8657360076904297,14608.0
agent0/rewards/,-1.0187437534332275,14612.0
agent0/rewards/,-0.8013607859611511,14616.0
agent0/rewards/,-0.7893303036689758,14620.0
agent0/rewards/,-0.6338663697242737,14624.0
agent0/rewards/,-0.7526893615722656,14628.0
agent0/rewards/,-0.8481395840644836,14632.0
agent0/rewards/,-0.9362013936042786,14636.0
agent0/rewards/,-1.0284862518310547,14640.0
agent0/rewards/,-0.7632407546043396,14644.0
agent0/rewards/,-0.6770212054252625,14648.0
agent0/rewards/,-0.729319155216217,14652.0
agent0/rewards/,-0.692455530166626,14656.0
agent0/rewards/,-0.5994987487792969,14660.0
agent0/rewards/,-0.7276426553726196,14664.0
agent0/rewards/,-0.8834986686706543,14668.0
agent0/rewards/,-0.9074497818946838,14672.0
agent0/rewards/,-0.9162794351577759,14676.0
agent0/rewards/,-0.8869122266769409,14680.0
agent0/rewards/,-1.1202656030654907,14684.0
agent0/rewards/,-0.9203550219535828,14688.0
agent0/rewards/,-0.642174482345581,14692.0
agent0/rewards/,-0.6530482769012451,14696.0
agent0/rewards/,-0.6099008321762085,14700.0
agent0/rewards/,-0.8292829990386963,14704.0
agent0/rewards/,-0.5753729939460754,14708.0
agent0/rewards/,-0.7027913928031921,14712.0
agent0/rewards/,-0.7621690630912781,14716.0
agent0/rewards/,-0.9587532877922058,14720.0
agent0/rewards/,-0.634408712387085,14724.0
agent0/rewards/,-0.882936954498291,14728.0
agent0/rewards/,-0.8089278340339661,14732.0
agent0/rewards/,-0.6260809898376465,14736.0
agent0/rewards/,-0.9345506429672241,14740.0
agent0/rewards/,-0.9205299019813538,14744.0
agent0/rewards/,-0.8797863721847534,14748.0
agent0/rewards/,-0.8384476900100708,14752.0
agent0/rewards/,-0.636267364025116,14756.0
agent0/rewards/,-0.5880728363990784,14760.0
agent0/rewards/,-1.0201869010925293,14764.0
agent0/rewards/,-0.7201154232025146,14768.0
agent0/rewards/,-0.872671902179718,14772.0
agent0/rewards/,-0.5687059760093689,14776.0
agent0/rewards/,-0.903877854347229,14780.0
agent0/rewards/,-0.5575089454650879,14784.0
agent0/rewards/,-0.9296365976333618,14788.0
agent0/rewards/,-0.9322448968887329,14792.0
agent0/rewards/,-0.9111858606338501,14796.0
agent0/rewards/,-0.7015538215637207,14800.0
agent0/rewards/,-0.8212354183197021,14804.0
agent0/rewards/,-0.7277547717094421,14808.0
agent0/rewards/,-0.6146965622901917,14812.0
agent0/rewards/,-0.7308707237243652,14816.0
agent0/rewards/,-0.871789276599884,14820.0
agent0/rewards/,-0.5799857974052429,14824.0
agent0/rewards/,-0.6286430954933167,14828.0
agent0/rewards/,-0.7953529953956604,14832.0
agent0/rewards/,-0.6612866520881653,14836.0
agent0/rewards/,-0.7473256587982178,14840.0
agent0/rewards/,-0.858018696308136,14844.0
agent0/rewards/,-0.5611576437950134,14848.0
agent0/rewards/,-0.8221855759620667,14852.0
agent0/rewards/,-0.5617910027503967,14856.0
agent0/rewards/,-0.6897223591804504,14860.0
agent0/rewards/,-0.7758226990699768,14864.0
agent0/rewards/,-0.5830116271972656,14868.0
agent0/rewards/,-0.9921309947967529,14872.0
agent0/rewards/,-0.7188457250595093,14876.0
agent0/rewards/,-1.0847245454788208,14880.0
agent0/rewards/,-0.8395270109176636,14884.0
agent0/rewards/,-0.8218530416488647,14888.0
agent0/rewards/,-0.8081489205360413,14892.0
agent0/rewards/,-0.837073028087616,14896.0
agent0/rewards/,-0.6253821849822998,14900.0
agent0/rewards/,-0.6259679198265076,14904.0
agent0/rewards/,-0.7665663361549377,14908.0
agent0/rewards/,-0.9517594575881958,14912.0
agent0/rewards/,-0.5227832794189453,14916.0
agent0/rewards/,-0.7284144163131714,14920.0
agent0/rewards/,-0.6535027027130127,14924.0
agent0/rewards/,-1.0193047523498535,14928.0
agent0/rewards/,-0.529822051525116,14932.0
agent0/rewards/,-0.657126784324646,14936.0
agent0/rewards/,-1.1316331624984741,14940.0
agent0/rewards/,-0.6706826090812683,14944.0
agent0/rewards/,-0.828787624835968,14948.0
agent0/rewards/,-0.8033333420753479,14952.0
agent0/rewards/,-0.9489178657531738,14956.0
agent0/rewards/,-0.7338572144508362,14960.0
agent0/rewards/,-0.5124902725219727,14964.0
agent0/rewards/,-1.3261555433273315,14968.0
agent0/rewards/,-0.7118077874183655,14972.0
agent0/rewards/,-0.7183517813682556,14976.0
agent0/rewards/,-0.7066289782524109,14980.0
agent0/rewards/,-0.7821712493896484,14984.0
agent0/rewards/,-1.255018711090088,14988.0
agent0/rewards/,-0.5883591771125793,14992.0
agent0/rewards/,-0.6920372247695923,14996.0
agent0/rewards/,-0.7614699006080627,15000.0
agent0/rewards/,-0.4425670802593231,15004.0
agent0/rewards/,-0.9967923760414124,15008.0
agent0/rewards/,-0.6489384174346924,15012.0
agent0/rewards/,-0.7250663638114929,15016.0
agent0/rewards/,-0.6055291891098022,15020.0
agent0/rewards/,-0.7340827584266663,15024.0
agent0/rewards/,-0.909227728843689,15028.0
agent0/rewards/,-0.5158423185348511,15032.0
agent0/rewards/,-0.9173233509063721,15036.0
agent0/rewards/,-0.7199022173881531,15040.0
agent0/rewards/,-0.9642444849014282,15044.0
agent0/rewards/,-1.0292450189590454,15048.0
agent0/rewards/,-0.9243890047073364,15052.0
agent0/rewards/,-0.7071061730384827,15056.0
agent0/rewards/,-0.7113497257232666,15060.0
agent0/rewards/,-0.6762957572937012,15064.0
agent0/rewards/,-0.8232704997062683,15068.0
agent0/rewards/,-0.8196524977684021,15072.0
agent0/rewards/,-0.639778733253479,15076.0
agent0/rewards/,-0.7997399568557739,15080.0
agent0/rewards/,-0.7503019571304321,15084.0
agent0/rewards/,-0.9401082992553711,15088.0
agent0/rewards/,-0.465542733669281,15092.0
agent0/rewards/,-0.8933292627334595,15096.0
agent0/rewards/,-0.9165051579475403,15100.0
agent0/rewards/,-0.5245311260223389,15104.0
agent0/rewards/,-0.5823746919631958,15108.0
agent0/rewards/,-0.744983971118927,15112.0
agent0/rewards/,-0.9380534291267395,15116.0
agent0/rewards/,-0.5937278866767883,15120.0
agent0/rewards/,-0.47325316071510315,15124.0
agent0/rewards/,-0.8802790641784668,15128.0
agent0/rewards/,-0.7675907611846924,15132.0
agent0/rewards/,-0.7465664744377136,15136.0
agent0/rewards/,-1.0991365909576416,15140.0
agent0/rewards/,-0.9026172161102295,15144.0
agent0/rewards/,-0.8722877502441406,15148.0
agent0/rewards/,-0.7879152297973633,15152.0
agent0/rewards/,-0.7849404811859131,15156.0
agent0/rewards/,-0.5136972069740295,15160.0
agent0/rewards/,-0.9122902154922485,15164.0
agent0/rewards/,-0.5859325528144836,15168.0
agent0/rewards/,-0.8375041484832764,15172.0
agent0/rewards/,-0.6330350637435913,15176.0
agent0/rewards/,-0.8904873132705688,15180.0
agent0/rewards/,-0.9196071624755859,15184.0
agent0/rewards/,-0.7763046026229858,15188.0
agent0/rewards/,-0.7522125244140625,15192.0
agent0/rewards/,-0.8832077980041504,15196.0
agent0/rewards/,-0.6844443678855896,15200.0
agent0/rewards/,-0.6577264070510864,15204.0
agent0/rewards/,-0.8743119835853577,15208.0
agent0/rewards/,-0.7551997303962708,15212.0
agent0/rewards/,-0.9464361071586609,15216.0
agent0/rewards/,-0.9228010773658752,15220.0
agent0/rewards/,-0.5290008783340454,15224.0
agent0/rewards/,-0.6475732326507568,15228.0
agent0/rewards/,-0.9550557732582092,15232.0
agent0/rewards/,-1.055579423904419,15236.0
agent0/rewards/,-0.6826804876327515,15240.0
agent0/rewards/,-0.6682443022727966,15244.0
agent0/rewards/,-0.9244168400764465,15248.0
agent0/rewards/,-0.853588342666626,15252.0
agent0/rewards/,-0.8213773369789124,15256.0
agent0/rewards/,-0.7045965194702148,15260.0
agent0/rewards/,-0.7984240651130676,15264.0
agent0/rewards/,-0.5895065069198608,15268.0
agent0/rewards/,-0.6118518114089966,15272.0
agent0/rewards/,-0.5304363369941711,15276.0
agent0/rewards/,-0.7408669590950012,15280.0
agent0/rewards/,-1.029613733291626,15284.0
agent0/rewards/,-0.7771782279014587,15288.0
agent0/rewards/,-0.788341224193573,15292.0
agent0/rewards/,-0.8332142233848572,15296.0
agent0/rewards/,-0.6599217653274536,15300.0
agent0/rewards/,-0.9630844593048096,15304.0
agent0/rewards/,-0.8441470861434937,15308.0
agent0/rewards/,-0.6645308136940002,15312.0
agent0/rewards/,-1.009437918663025,15316.0
agent0/rewards/,-1.0845825672149658,15320.0
agent0/rewards/,-0.7641071081161499,15324.0
agent0/rewards/,-0.8614692091941833,15328.0
agent0/rewards/,-0.7908948063850403,15332.0
agent0/rewards/,-0.8802460432052612,15336.0
agent0/rewards/,-0.9514376521110535,15340.0
agent0/rewards/,-0.931475043296814,15344.0
agent0/rewards/,-1.0254366397857666,15348.0
agent0/rewards/,-0.7935106754302979,15352.0
agent0/rewards/,-0.8845614194869995,15356.0
agent0/rewards/,-0.6636475324630737,15360.0
agent0/rewards/,-0.852424144744873,15364.0
agent0/rewards/,-0.7202709317207336,15368.0
agent0/rewards/,-0.871571958065033,15372.0
agent0/rewards/,-0.9822749495506287,15376.0
agent0/rewards/,-0.7271249294281006,15380.0
agent0/rewards/,-0.8657976984977722,15384.0
agent0/rewards/,-0.4916354715824127,15388.0
agent0/rewards/,-0.8703827857971191,15392.0
agent0/rewards/,-0.8143053650856018,15396.0
agent0/rewards/,-0.5240007638931274,15400.0
agent0/rewards/,-1.0374668836593628,15404.0
agent0/rewards/,-0.6755036115646362,15408.0
agent0/rewards/,-0.6609061360359192,15412.0
agent0/rewards/,-0.9061001539230347,15416.0
agent0/rewards/,-0.6410688757896423,15420.0
agent0/rewards/,-1.002517819404602,15424.0
agent0/rewards/,-0.8412778973579407,15428.0
agent0/rewards/,-0.7892019152641296,15432.0
agent0/rewards/,-0.5428258180618286,15436.0
agent0/rewards/,-0.810689389705658,15440.0
agent0/rewards/,-0.7663512825965881,15444.0
agent0/rewards/,-0.847444474697113,15448.0
agent0/rewards/,-0.6639236807823181,15452.0
agent0/rewards/,-0.8653798699378967,15456.0
agent0/rewards/,-0.6651417016983032,15460.0
agent0/rewards/,-0.7523801326751709,15464.0
agent0/rewards/,-0.4043405055999756,15468.0
agent0/rewards/,-0.70961993932724,15472.0
agent0/rewards/,-0.5640798807144165,15476.0
agent0/rewards/,-0.6904135942459106,15480.0
agent0/rewards/,-0.9009800553321838,15484.0
agent0/rewards/,-0.9172523617744446,15488.0
agent0/rewards/,-0.48694947361946106,15492.0
agent0/rewards/,-0.8094818592071533,15496.0
agent0/rewards/,-0.9905269145965576,15500.0
agent0/rewards/,-1.0637332201004028,15504.0
agent0/rewards/,-0.9221128225326538,15508.0
agent0/rewards/,-0.6239402890205383,15512.0
agent0/rewards/,-1.0270681381225586,15516.0
agent0/rewards/,-0.7153909802436829,15520.0
agent0/rewards/,-0.9934476613998413,15524.0
agent0/rewards/,-0.6753396391868591,15528.0
agent0/rewards/,-1.0136418342590332,15532.0
agent0/rewards/,-0.814538836479187,15536.0
agent0/rewards/,-0.8011210560798645,15540.0
agent0/rewards/,-0.5963762402534485,15544.0
agent0/rewards/,-0.5565948486328125,15548.0
agent0/rewards/,-0.8117701411247253,15552.0
agent0/rewards/,-0.7197414040565491,15556.0
agent0/rewards/,-0.885834813117981,15560.0
agent0/rewards/,-0.8223646879196167,15564.0
agent0/rewards/,-0.7226119637489319,15568.0
agent0/rewards/,-0.6516849398612976,15572.0
agent0/rewards/,-0.4624654948711395,15576.0
agent0/rewards/,-0.7282947897911072,15580.0
agent0/rewards/,-0.5932000279426575,15584.0
agent0/rewards/,-0.7235696911811829,15588.0
agent0/rewards/,-0.7818860411643982,15592.0
agent0/rewards/,-0.8594188690185547,15596.0
agent0/rewards/,-0.8262521624565125,15600.0
agent0/rewards/,-0.6964662671089172,15604.0
agent0/rewards/,-0.5476967096328735,15608.0
agent0/rewards/,-0.7729226350784302,15612.0
agent0/rewards/,-0.4475075602531433,15616.0
agent0/rewards/,-0.9531311988830566,15620.0
agent0/rewards/,-0.8981192708015442,15624.0
agent0/rewards/,-0.6658717393875122,15628.0
agent0/rewards/,-0.7426159381866455,15632.0
agent0/rewards/,-0.5911676287651062,15636.0
agent0/rewards/,-0.5350472331047058,15640.0
agent0/rewards/,-0.8853198885917664,15644.0
agent0/rewards/,-0.4352775812149048,15648.0
agent0/rewards/,-0.8692311644554138,15652.0
agent0/rewards/,-0.6049363017082214,15656.0
agent0/rewards/,-0.7769083380699158,15660.0
agent0/rewards/,-0.5892117619514465,15664.0
agent0/rewards/,-0.9502921104431152,15668.0
agent0/rewards/,-0.9093748331069946,15672.0
agent0/rewards/,-0.9747413396835327,15676.0
agent0/rewards/,-0.6780290603637695,15680.0
agent0/rewards/,-0.8069995641708374,15684.0
agent0/rewards/,-0.6944126486778259,15688.0
agent0/rewards/,-0.6212316751480103,15692.0
agent0/rewards/,-0.6601639986038208,15696.0
agent0/rewards/,-0.7146342396736145,15700.0
agent0/rewards/,-0.7272969484329224,15704.0
agent0/rewards/,-0.8580392003059387,15708.0
agent0/rewards/,-0.6476089358329773,15712.0
agent0/rewards/,-0.6770042777061462,15716.0
agent0/rewards/,-0.8016378879547119,15720.0
agent0/rewards/,-0.8065017461776733,15724.0
agent0/rewards/,-0.5260887145996094,15728.0
agent0/rewards/,-0.42643868923187256,15732.0
agent0/rewards/,-0.8531190156936646,15736.0
agent0/rewards/,-0.7656525373458862,15740.0
agent0/rewards/,-0.7406824231147766,15744.0
agent0/rewards/,-0.9268636703491211,15748.0
agent0/rewards/,-1.0107531547546387,15752.0
agent0/rewards/,-0.6475109457969666,15756.0
agent0/rewards/,-0.8064776062965393,15760.0
agent0/rewards/,-0.8565683364868164,15764.0
agent0/rewards/,-0.7117583751678467,15768.0
agent0/rewards/,-0.8646330833435059,15772.0
agent0/rewards/,-0.7621692419052124,15776.0
agent0/rewards/,-0.6822996139526367,15780.0
agent0/rewards/,-0.6990758776664734,15784.0
agent0/rewards/,-0.6827893257141113,15788.0
agent0/rewards/,-1.0958062410354614,15792.0
agent0/rewards/,-0.7620938420295715,15796.0
agent0/rewards/,-0.6949763894081116,15800.0
agent0/rewards/,-0.9904577136039734,15804.0
agent0/rewards/,-0.8715527057647705,15808.0
agent0/rewards/,-0.7885643243789673,15812.0
agent0/rewards/,-0.4938509166240692,15816.0
agent0/rewards/,-0.7567623853683472,15820.0
agent0/rewards/,-0.9052698016166687,15824.0
agent0/rewards/,-0.9566125869750977,15828.0
agent0/rewards/,-0.4599595069885254,15832.0
agent0/rewards/,-0.5989279747009277,15836.0
agent0/rewards/,-0.7608028650283813,15840.0
agent0/rewards/,-0.9966385960578918,15844.0
agent0/rewards/,-0.7775071859359741,15848.0
agent0/rewards/,-0.7833391427993774,15852.0
agent0/rewards/,-0.8177763223648071,15856.0
agent0/rewards/,-0.6022463440895081,15860.0
agent0/rewards/,-0.5372808575630188,15864.0
agent0/rewards/,-0.7960225939750671,15868.0
agent0/rewards/,-0.5334598422050476,15872.0
agent0/rewards/,-0.7057587504386902,15876.0
agent0/rewards/,-0.816605806350708,15880.0
agent0/rewards/,-0.811339259147644,15884.0
agent0/rewards/,-1.0657017230987549,15888.0
agent0/rewards/,-0.9411798119544983,15892.0
agent0/rewards/,-0.7692659497261047,15896.0
agent0/rewards/,-0.7834925055503845,15900.0
agent0/rewards/,-0.6501789093017578,15904.0
agent0/rewards/,-0.9846982359886169,15908.0
agent0/rewards/,-0.7955770492553711,15912.0
agent0/rewards/,-0.5661861300468445,15916.0
agent0/rewards/,-0.9614025354385376,15920.0
agent0/rewards/,-0.86870938539505,15924.0
agent0/rewards/,-0.7120672464370728,15928.0
agent0/rewards/,-0.7945573925971985,15932.0
agent0/rewards/,-1.1764436960220337,15936.0
agent0/rewards/,-0.8391651511192322,15940.0
agent0/rewards/,-0.5355365872383118,15944.0
agent0/rewards/,-0.6920329928398132,15948.0
agent0/rewards/,-0.6805678009986877,15952.0
agent0/rewards/,-0.8732970356941223,15956.0
agent0/rewards/,-1.020667314529419,15960.0
agent0/rewards/,-0.6594281792640686,15964.0
agent0/rewards/,-0.8500546216964722,15968.0
agent0/rewards/,-0.8552505373954773,15972.0
agent0/rewards/,-0.9863139390945435,15976.0
agent0/rewards/,-0.9451172351837158,15980.0
agent0/rewards/,-0.7224603295326233,15984.0
agent0/rewards/,-0.6120937466621399,15988.0
agent0/rewards/,-0.6071919798851013,15992.0
agent0/rewards/,-0.7378603219985962,15996.0
agent0/rewards/,-0.672093391418457,16000.0
agent0/rewards/,-0.8527575135231018,16004.0
agent0/rewards/,-0.8139357566833496,16008.0
agent0/rewards/,-0.9400498270988464,16012.0
agent0/rewards/,-1.0548334121704102,16016.0
agent0/rewards/,-0.7998067736625671,16020.0
agent0/rewards/,-0.8431275486946106,16024.0
agent0/rewards/,-0.7115609645843506,16028.0
agent0/rewards/,-0.5165330171585083,16032.0
agent0/rewards/,-0.7266615629196167,16036.0
agent0/rewards/,-0.7081499099731445,16040.0
agent0/rewards/,-0.7751653790473938,16044.0
agent0/rewards/,-0.9082543849945068,16048.0
agent0/rewards/,-0.5717605948448181,16052.0
agent0/rewards/,-0.7469140887260437,16056.0
agent0/rewards/,-0.8277683854103088,16060.0
agent0/rewards/,-0.8975513577461243,16064.0
agent0/rewards/,-0.6687393188476562,16068.0
agent0/rewards/,-0.8741698861122131,16072.0
agent0/rewards/,-0.6980611085891724,16076.0
agent0/rewards/,-0.7006519436836243,16080.0
agent0/rewards/,-0.5893773436546326,16084.0
agent0/rewards/,-0.8337169885635376,16088.0
agent0/rewards/,-0.9804213047027588,16092.0
agent0/rewards/,-0.9550623297691345,16096.0
agent0/rewards/,-0.6923214197158813,16100.0
agent0/rewards/,-0.7329580187797546,16104.0
agent0/rewards/,-0.966077983379364,16108.0
agent0/rewards/,-0.7742534279823303,16112.0
agent0/rewards/,-0.7194929122924805,16116.0
agent0/rewards/,-0.7432091236114502,16120.0
agent0/rewards/,-0.8330394625663757,16124.0
agent0/rewards/,-0.9443629384040833,16128.0
agent0/rewards/,-0.8594842553138733,16132.0
agent0/rewards/,-0.697853147983551,16136.0
agent0/rewards/,-1.1529207229614258,16140.0
agent0/rewards/,-0.6965464353561401,16144.0
agent0/rewards/,-0.7030870318412781,16148.0
agent0/rewards/,-0.578667402267456,16152.0
agent0/rewards/,-0.9861364960670471,16156.0
agent0/rewards/,-0.6561969518661499,16160.0
agent0/rewards/,-0.7511266469955444,16164.0
agent0/rewards/,-0.9886547923088074,16168.0
agent0/rewards/,-0.7913601398468018,16172.0
agent0/rewards/,-0.787574052810669,16176.0
agent0/rewards/,-0.6724564433097839,16180.0
agent0/rewards/,-0.8434707522392273,16184.0
agent0/rewards/,-0.8679417967796326,16188.0
agent0/rewards/,-0.4327436685562134,16192.0
agent0/rewards/,-0.6900038123130798,16196.0
agent0/rewards/,-0.9598749279975891,16200.0
agent0/rewards/,-0.7522500157356262,16204.0
agent0/rewards/,-1.0265991687774658,16208.0
agent0/rewards/,-0.7823905348777771,16212.0
agent0/rewards/,-0.9124221205711365,16216.0
agent0/rewards/,-0.9838561415672302,16220.0
agent0/rewards/,-0.6279004812240601,16224.0
agent0/rewards/,-0.8474352955818176,16228.0
agent0/rewards/,-0.8091278076171875,16232.0
agent0/rewards/,-0.6506851315498352,16236.0
agent0/rewards/,-0.7483358383178711,16240.0
agent0/rewards/,-0.793493390083313,16244.0
agent0/rewards/,-1.0942927598953247,16248.0
agent0/rewards/,-0.6218089461326599,16252.0
agent0/rewards/,-0.6971390247344971,16256.0
agent0/rewards/,-0.8375942707061768,16260.0
agent0/rewards/,-0.6716489195823669,16264.0
agent0/rewards/,-0.7608530521392822,16268.0
agent0/rewards/,-0.9488062858581543,16272.0
agent0/rewards/,-0.799031138420105,16276.0
agent0/rewards/,-0.8896745443344116,16280.0
agent0/rewards/,-0.6967156529426575,16284.0
agent0/rewards/,-0.6779147386550903,16288.0
agent0/rewards/,-0.9377540946006775,16292.0
agent0/rewards/,-0.7816990613937378,16296.0
agent0/rewards/,-0.6709021329879761,16300.0
agent0/rewards/,-0.6402631998062134,16304.0
agent0/rewards/,-0.8261222243309021,16308.0
agent0/rewards/,-0.4274241328239441,16312.0
agent0/rewards/,-0.6428120732307434,16316.0
agent0/rewards/,-1.1439260244369507,16320.0
agent0/rewards/,-0.786099374294281,16324.0
agent0/rewards/,-0.8062344789505005,16328.0
agent0/rewards/,-0.9137862324714661,16332.0
agent0/rewards/,-0.9991930723190308,16336.0
agent0/rewards/,-0.6512901186943054,16340.0
agent0/rewards/,-0.9669959545135498,16344.0
agent0/rewards/,-0.6835020184516907,16348.0
agent0/rewards/,-0.8749457001686096,16352.0
agent0/rewards/,-0.35431867837905884,16356.0
agent0/rewards/,-1.011741042137146,16360.0
agent0/rewards/,-0.7156198620796204,16364.0
agent0/rewards/,-0.8698951601982117,16368.0
agent0/rewards/,-0.7632070183753967,16372.0
agent0/rewards/,-0.770538330078125,16376.0
agent0/rewards/,-0.7187744379043579,16380.0
agent0/rewards/,-0.5916950702667236,16384.0
agent0/rewards/,-0.8229708671569824,16388.0
agent0/rewards/,-0.6904956102371216,16392.0
agent0/rewards/,-0.8423495888710022,16396.0
agent0/rewards/,-0.8128999471664429,16400.0
agent0/rewards/,-0.6664702296257019,16404.0
agent0/rewards/,-0.8196015357971191,16408.0
agent0/rewards/,-0.7935115694999695,16412.0
agent0/rewards/,-1.0250728130340576,16416.0
agent0/rewards/,-0.3555223345756531,16420.0
agent0/rewards/,-0.7027021050453186,16424.0
agent0/rewards/,-0.8671653866767883,16428.0
agent0/rewards/,-0.49323606491088867,16432.0
agent0/rewards/,-0.7257226705551147,16436.0
agent0/rewards/,-0.8199906349182129,16440.0
agent0/rewards/,-0.7638530135154724,16444.0
agent0/rewards/,-0.6593525409698486,16448.0
agent0/rewards/,-0.5611985921859741,16452.0
agent0/rewards/,-0.8001192808151245,16456.0
agent0/rewards/,-0.8834280371665955,16460.0
agent0/rewards/,-0.4711255133152008,16464.0
agent0/rewards/,-0.6475942134857178,16468.0
agent0/rewards/,-0.8476617932319641,16472.0
agent0/rewards/,-0.5355951189994812,16476.0
agent0/rewards/,-0.655550479888916,16480.0
agent0/rewards/,-0.6738324761390686,16484.0
agent0/rewards/,-0.9640069007873535,16488.0
agent0/rewards/,-0.6865898370742798,16492.0
agent0/rewards/,-0.6523169279098511,16496.0
agent0/rewards/,-0.5860430598258972,16500.0
agent0/rewards/,-1.0522010326385498,16504.0
agent0/rewards/,-0.7504057884216309,16508.0
agent0/rewards/,-0.5322301983833313,16512.0
agent0/rewards/,-0.8275268077850342,16516.0
agent0/rewards/,-0.6548030376434326,16520.0
agent0/rewards/,-0.5901331305503845,16524.0
agent0/rewards/,-0.5783805251121521,16528.0
agent0/rewards/,-0.7746562361717224,16532.0
agent0/rewards/,-0.8228752613067627,16536.0
agent0/rewards/,-0.5594599843025208,16540.0
agent0/rewards/,-1.0054070949554443,16544.0
agent0/rewards/,-0.5627158284187317,16548.0
agent0/rewards/,-1.0138702392578125,16552.0
agent0/rewards/,-0.4783744215965271,16556.0
agent0/rewards/,-0.7959506511688232,16560.0
agent0/rewards/,-0.6506866216659546,16564.0
agent0/rewards/,-0.6799154877662659,16568.0
agent0/rewards/,-0.7014549374580383,16572.0
agent0/rewards/,-0.5850390791893005,16576.0
agent0/rewards/,-0.7767899632453918,16580.0
agent0/rewards/,-0.44832801818847656,16584.0
agent0/rewards/,-0.5668896436691284,16588.0
agent0/rewards/,-0.6011426448822021,16592.0
agent0/rewards/,-0.6913211941719055,16596.0
agent0/rewards/,-0.6786522269248962,16600.0
agent0/rewards/,-0.4332682192325592,16604.0
agent0/rewards/,-0.6495485305786133,16608.0
agent0/rewards/,-0.5391775965690613,16612.0
agent0/rewards/,-0.7371689081192017,16616.0
agent0/rewards/,-0.9046396017074585,16620.0
agent0/rewards/,-0.8555030226707458,16624.0
agent0/rewards/,-0.9488261342048645,16628.0
